worker_id,condition,start_means,strategy_with_means,strategy_without_means,Open Codes,Answered question,Changed strategy with vs witout means,Mentioned distance,Mentioned mean,Mentioned variance,Mentioned threshold,Mentioned area of marking,Mentioned frequency of events/markings,Mentioned confusion
c29dc54d,HOPs,FALSE,compared the average between the red and blue to find out which one would be more profitable,payed attention and if the red line was higher on average than the blue in the graph i paid for an extra player,Mean difference; Gist distance,Yes,No,Yes,Yes,No,No,No,No,No
c8d084b7,HOPs,FALSE,If the new player greatly increased the likelihood bought them. If they made it to where they were always over the winning line also bought them.,If the new player gave a high greater chance paid for them. if they kept above the winning score also bought them.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
c9217fe7,HOPs,FALSE,I looked at the average and how many times it finishes over the threshold and chose the one I thought would win the most.,I looked at which one scored more than the threshold the most and chose it.,Frequency of draws across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,No,No
ccaa3f05,HOPs,FALSE,I looked at the percentage red was ahead of blue. I looked for how often each crossed the threshold. I looked at the darker lines to see how far ahead red was to blue. I also checked to see if both were above the threshold when blue was ahead of red.,I looked for how often each crossed the threshold. I looked for how often the red was ahead of the blue and I ignored when the red was ahead of the blue if they were both crossing the threshold.,Frequency of draws across threshold; Frequency of draws changing order; Mean differece,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
d325d727,HOPs,FALSE,I use the threshold mark to established if it is logical to buy add a new player.,I try to compare how many times the bars are more on one side than in the other,Frequency of draws across threshold,Yes,No,No,No,No,Yes,No,Yes,No
d3ae1bc5,HOPs,FALSE,I tried to see how similar they moved and if there were any major differences between the toe and who stayed above the line more.,I tried my best to see which team was consistently ahead of the other if there wasn't an obvious winner I would make my best estimate.,Gist distance; Frequency of draws across threshold,Yes,Yes,Yes,No,No,Yes,No,Yes,No
d5631f98,HOPs,FALSE,i watch the positions where the lines fall on estimated the number on the chart and work with instincts.,i looked at the numbers in the chart to know how their placed and put a positive mindset to it.,Uninformative,No,,,,,,,,
d5d31645,HOPs,FALSE,looked at the average and used that as the higher the difference in the averages the more likely I would choose it.,Looked at how many times the red beat the blue and by what margins.,Frequency of draws changing order; Frequency of distance between draws; Mean difference,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
d8961d68,HOPs,FALSE,Again I tried to figure out the minimum and max the chart was too variant. I found the task difficult overall.,just trying to guess the highest and lowest projections for each and going from there,Range comparison,Yes,No,No,No,Yes,No,No,No,No
da3e711f,HOPs,FALSE,The red and blue bars were of great help.The red bar helped my decision making in the purchase of new players.,I studied the chartif the red bar goes further than the blueit means that an additional player will improve the team.So the strategy is to study both bars.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
dab293de,HOPs,FALSE,I tried to assess the quality of the new player by determining the position of the red line on the chart.,I tried to determine if my chances to win an award were good without the player. If they were not I paid for the player. If the player's line tended to stay above the threshold I knew my chances of winning were improving.,Distance across threshold; Mean difference; Focused on red,Yes,Yes,Yes,Yes,No,Yes,No,No,No
e09149ac,HOPs,FALSE,i looked at how much the new player would score more compared to old player,i looked at how the players compared on average and whichever one had moved more to the right was better,Mean difference; Gist distance,Yes,No,Yes,Yes,No,No,No,No,No
e3377ee8,HOPs,FALSE,I based on how often they were above and below the bar,I imagine the odds between the 2 choices. Only paying if there is a guarantee it will pay better.,Frequency of draws across threshold,Yes,No,No,No,No,Yes,No,Yes,No
e5014c02,HOPs,FALSE,I tried to ascertain how much more I might win if I added another player,I tried to see how much better I could do with adding a teammate though my strategy was not a very good one to be honest!,Uninformative,No,,,,,,,,
e57bcea7,HOPs,FALSE,I saw how frequently the lines went below and above the thicker lines.,I look for whatever line goes above 100 more frequently.,Frequency of draws across threshold; Frequency of draws across mean,Yes,Yes,No,Yes,No,Yes,No,Yes,No
e5f7a1e4,HOPs,FALSE,I just compared where the bars were and how high/low each one went. I then tried to figure out the median of each and based it off of that.,I compared both and just looked at which one had a higher average and its placement(such as how high it went compared to the other).,Mean difference; Gist distance; Range comparison,Yes,Yes,Yes,Yes,Yes,No,No,No,No
e601ebbf,HOPs,FALSE,Mostly the same as before - I looked at how often the red line was to the right of the blue line as they moved. I think I was more cautious though and only opted to pay for the new player if I felt like it was more than 70ish percent of the time,I look at how often the red line is to the right of the blue line as they move. If it always or usually is then I pay for a new player. If it's to the left of the red line about 50% of the time or less then I don't.,Frequency of draws changing order,Yes,No,No,No,No,No,No,Yes,No
e6cbb6ab,HOPs,FALSE,if blue was at least 50 percent i stick with him,if the blue was under 50 percent i got the new player,Uninformative,No,,,,,,,,
e95e5f05,HOPs,FALSE,I used the average to figure out how much more likely I would win with the new player.,How often the red line is ahead of the blue line and how often they're past the dotted line,Frequency of draws changing order; Frequency of draws across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,Yes,No
ed26e5a7,HOPs,FALSE,I saw how the line jumped around between the award threshold. I picked which player had the majority of the their line jump above the award. In the second half where it had the big colored line. I almost always choose the one that had its big line over the award threshold. If they were even I went with the cheaper option and kept the current player.,I looked which line had the majority over the award threshold and went with that as its more likely it will give an award.,Frequency of draws across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,Yes,No
f27ed3b6,HOPs,FALSE,I looked for the thick red or blue line which indicated the average. I used the averages provided to base my decisions. If the average indicated more than 55 out of 100 than I would pay for the payer. If it indicated less than 55 than I deemed it too risky to pay for the player.,Just tried to compare the two by focusing on one at a time and then determining a guess as to if the new player would be beneficial. I did this mostly by looking at one of the lines and counting how many times it was over the threshold. I then did the same for the other and compared the two.,Frequency of draws across threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,No,Yes,No
f4f534e0,HOPs,FALSE,I looked at the projected scores and went from there.,You could tell right away if it was like an 80% or above based on where the red line was and you could also tell a 50-50 player based on how close everything was to that mid line.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
035075e7,intervals,TRUE,Just common sense I guess. If the estimate is more than 53% I pay for the new player. That's it.,I imagined the actual marker on the center of the blue and red lines and made the estimates from there. I'm not sure if I was doing the right thing though.,Probability of superiority threshold; Mean difference,Yes,No,No,Yes,No,No,No,No,Yes
